"Ad ID","Ad Text","Ad Landing Page","Ad Targeting Location","Excluded Connections","Age","Language","Placements","People Who Match","Friends of Connections","Ad Impressions","Ad Clicks","Ad Spend","Ad Creation Date","Ad End Date"
"309","We finally made it! Welcome to the official Black Matters Website!
http://blackmattersus.com/","https://www.facebook.com/blackmattersus/","United States: New York New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","197","15","141.81 RUB","03/10/16 05:50:56 AM PST","03/11/16 05:50:55 AM PST"
"1378","There is nothing good in illegal immigration! Press Like to Join!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","25 - 65+","English (UK)or English (US)","News Feed on mobile devices","N/A","N/A","0","0","None","03/10/16 06:10:18 AM PST","N/A"
"38","Join us to learn more! Why aren't white hoods and white supremacist
propaganda illegal here in America? Why are Germans ashamed of their
bigotry, while America is proud of it? Black America( @black Blacklivessss","https://www.instagram.com/black—america—today/","United States
Interests: HuffPost Black Voices
Behaviors: African American (US)","N/A","14 - 65+","English (US)","Instagram Feed","N/A","N/A","24,866","95","1,796.49 RUB","01/06/16 01:45:12 AM PST","N/A"
"189","ATTENTION, NEWYORK!
We need your support! We'll provide you with free food and coffee. Come and
bring your friends!
Join the FB event for more details:","https://www.facebook.com/blackmattersus/","United States: New York (+40 km) New York
Interests: Black Tea Patriots or BlackNews.com","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","0","02/18/16 05:09:11 AM PST","02/19/16 04:09:00 PM PST"
"1277","Not all refugees are good.","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Syria, Republican Party (United States) or
Politics","N/A","1,599","106","1,067.47 RUB","01/14/16 05:04:49 AM PST","N/A"
"1686","Back when I studied the #Holocaust in school, I remember thinking, ""How did
Hitler get over 6 million people to follow along blindly and not fight back?""
Then I realised, I'm watching my fellow #Americans take the same path. Be
among those who fight for their rights and freedom in this #policestate! Click
to Learn More! Cop Block Us AmericanCops","https://www.instagram.com/cop_block—us/","United States","N/A","13 - 35","English (UK)or English (US)","Instagram Feed","Interests: United States Holocaust Memorial Museum or
Fascism","N/A","9,836","53","4,254.70 RUB","03/11/16 06:07:11 AM PST","N/A"
"921","Stop hating black people! Like to join!","https://www.facebook.com/WilliamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Multicultural Affinity: Hispanic(US - All), Hispanic(US - Spanish
dominant), Hispanic(US - English dominant), Hispanic(US - Bilingual) or
Asian American (US)","Interests: National Museum of American History, Stop
Racism!!, Malcolm X Memorial Foundation, Maya Angelou, Mumia Abu-
Jamal, The Raw Story or mother jones, Multicultural Affinity: African American
(US)","N/A","145","3","78.81 RUB","01/14/16 06:51:15 AM PST","N/A"
"897","Robert Bentley, Alabama Governor, has decided to reform prison system.
This is actually good news? Alabama happens to be one of the nation's
poorest states which have led to overcrowd in its prison. The prison system
houses 24,000 inmates but it was designed for 13,000.Let me enlighten you a
little on how it's going to be done. Four other larger prisons will be built
additionally to prevent the rate of overcrowd. Even though one would have
taught of using this money for projects like health care facilities and other, he
chose prisons. It's not bad though, at least inmates will have free live behind
bars. It shows how much he cares for his people.
Follow my Facebook: https://www.facebook.comnViIliamsandKalvin
Subscribe to my YouTube Channel:
https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg
Follow me on Twitter: https://twitter.com/Williams8kalvin","https://www.facebook.comnViIliamsKalvin-788980617892144/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Multicultural Affinity: Hispanic(US -All), Hispanic(US - Spanish
dominant), Hispanic(US - English dominant), Hispanic(US - Bilingual) or
Asian American (US)","Interests: National Museum of American History, Stop
Racism!!, Malcolm X Memorial Foundation, Maya Angelou, Mumia Abu-
Jamal, The Raw Story or mother jones, Multicultural Affinity: African American
(US)","N/A","6,881","192","1,138.03 RUB","03/22/16 07:34:48 AM PDT","03/23/16 07:34:47 AM PDT"
"1316","Facts and news about refugees your government doesn't want you to know.
Join!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Immigration or Conservatism","N/A","249","11","90.70 RUB","01/14/16 05:20:51 AM PST","N/A"
"1307","News is telling you enough about good refugees. We take on bad ones.","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Syria, Republican Party (United States) or
Politics","N/A","2,995","163","1,592.45 RUB","01/14/16 05:05:22 AM PST","N/A"
"1318","This page is dedicated to protection against illegal immigrants","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Syria, Republican Party (United States) or
Politics","N/A","666","6","16.12 RUB","01/14/16 04:59:29 AM PST","N/A"
"1276","They take your job and money, there is nothing good in illegal immigration!
Join!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Immigration or Conservatism","N/A","89","2","35.00 RUB","01/14/16 05:19:41 AM PST","N/A"
"186","""Formation"". undoubtedly focuses on `black identity"". as Beyonce justifies
her authority as a proud Black woman and concurrently authenticating her
roots and history.
Read more
http://blackmattersus.com/1670-20-time-grammy-winner-and-proud-queen-
d iva-be-goes-political-with-her-form ation/","https://www.facebook.com/blackmattersus/","United States New York New York
Interests: BlackNews.com","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","1,590","180","461.96 RUB","02/12/16 12:36:07 AM PST","02/21/16 12:36:06 AM PST"
"1386","This page is dedicated to protection against illegal immigrants!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","5,007","413","5,364.73 RUB","01/14/16 05:08:35 AM PST","N/A"
"906","As we celebrate and reflect upon the birth of the great Martin Luther King Jr.,
a voice of the people and one who sacrificed his life for the total liberation of
Black Americans, the question is ""who will keep his dream alive""?
He saw the promise-land where blacks and whites live together in harmony
and each of them given equal rights and privileges, freedom and justice.
Today, we do not see this equality among blacks and whites in America.
These rights and privileges, freedom and justice shouldn't be for some
selected few but all!","https://www.facebook.comnViIIiamsandKalvin/","United States","N/A","18 - 54","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Behaviors: African American (US)
And Must Also Match: Interests: BlackNews.com, HuffPost Politics or
HuffPost Black Voices","N/A","0","0","None","01/19/16 07:54:51 AM PST","01/22/16 07:54:50 AM PST"
"915","Black-Americans deserves equal justice! Like to join!","https://www.facebook.comNViIIiamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Multicultural Affinity: Hispanic(US - All), Hispanic(US - Spanish
dominant), Hispanic(US - English dominant), Hispanic(US - Bilingual) or
Asian American (US)","Interests: National Museum of American History, Stop
Racism!!, Malcolm X Memorial Foundation, Maya Angelou, Mumia Abu-
Jamal, The Raw Story or mother jones, Multicultural Affinity: African American
(US)","N/A","44","0","0","01/14/16 06:50:06 AM PST","N/A"
"185","26-year-old Mario Woods was killed by the San Francisco police on 2
December. An autopsy released on Thursday shows that Mario was hit 20
times by officers' bullets. Sixteen of the wounds were said to have gone from
""back to front"" through Woods' body, including six in his back and two in the
back of his head.
Read more:
http://blackmattersus.com/1 760-20-bullets-recovered-from-body-of-mario-
woods-autopsy-reports-show/","https://www.facebook.com/blackmattersus/","United States: New York New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","16,684","1,237","1,500.00 RUB","02/12/16 07:01:48 AM PST","02/15/16 07:01:47 AM PST"
"1621","Who is ready to do the same in any public place during the weekends ??
We really need to stop Islamophobia and the fear of Muslims, and change
that false image about us, it's everybody's duty...","https://www.facebook.com/MuslimAmerica/","United States: New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like United Muslims of America, Friends of
connections: Friends of people who are connected to United Muslims of
America","N/A","1,640","213","500.00 RUB","03/17/16 04:22:59 AM PDT","03/19/16 04:22:59 AM PDT"
"73","Black Community! We finally made a website! News about black racial and
social issues. This happened yesterday, Feb. 2, at a dry cleaning shop in a
black neighborhood, when this black guy went for his clothes he had already
sent for laundry. ""What do you mean by you people?"" The black guy asked.
There was a murmur from inside the shop; the dry cleaner answered ""those
who are arguing m... Black Matters The Police should protect not Brutalize
Ideally Black Women... S. F. Police Vow To Eradicate Racism Plans to fight
racism in the ranks.. Black History Month The event grew out of ""Negro
History Week,"" the brainchild Black Matters","https://blackmattersus.com/","United States
Friends of connections: Friends of people who are connected to Black Matters","N/A","18 - 54","English (UK)or English (US)","News Feed on desktop computers, Third-party Apps and
Websites on mobile devices or News Feed on mobile devices","Behaviors: African American (US)
And Must Also Match: Interests: BlackNews.com or HuffPost Black Voices
Ad Impressions 141,500
Ad Clicks 6,282
Ad Spend 24,165.80 RUB
Ad Creation Date 02/04/16 11:54:33 PM PST
Redactions Completed at the Direction of Ranking Member
of the US House Permanent Select Committee on Intelligence
P(1)0001838","Friends of people who are connected to Black Matters
Age: 18 - 54
Language: English (UK)or English (US)
Placements: News Feed on desktop computers, Third-party Apps and
Websites on mobile devices or News Feed on mobile devices
People Who Match: Behaviors: African American (US)
And Must Also Match: Interests: BlackNews.com or HuffPost Black Voices","141,500","6,282","24,165.80 RUB","02/04/16 11:54:33 PM PST","N/A"
"712","ONLY TWO DAYS before the Secession Rally.
Let's make it HUGE! Join the rally here
Download hi h resolution banners to rint them out here","https://www.facebook.com/timetosecede/","- Living In: United States: Austin (+10 mi) Texas","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Heart of Texas","Friends of people who are connected to Heart of Texas","1,590","175","1,597.47 RUB","02/25/16 07:44:02 AM PST","02/26/16 07:44:01 AM PST"
"903","After a Cleveland officer killed 12-year-old Tamir Rice in cold blood last
December and his family is still in mourning, the city has filed a creditor's
claim against the ""estate"" of the little boy. This is heartlessness in the highest
degree! Even though $500 is not so much to pay, suing them was useless
considering the fact that they were responsible for this calamity that came
upon this family.
#WilliamsandKalvin
#BlackLivesMatter","https://www.facebook.comNViIIiamsandKaIvin/","United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Williams&Kalvin","Friends of people who are connected to Williams&Kalvin","977","102","300.00 RUB","02/12/16 01:45:36 AM PST","02/15/16 01:45:35 AM PST"
"1661","we are Muslims and we stand together","https://www.facebook.com/MuslimAmerica/","United States","Exclude people who like United Muslims of America","18 - 45","English (UK), Arabic or English (US)","News Feed on mobile devices","Interests: Zaid Shakir, Muslims for America or Abu Eesa
Niamatullah","N/A","0","0","None","03/10/16 05:35:24 AM PST","N/A"
"1668","USA Muslims united","https://www.facebook.com/MuslimAmerica/","United States","Exclude people who like United Muslims of America","18 - 45","English (UK), Arabic or English (US)","News Feed on mobile devices","Interests: Zaid Shakir, Muslims for America or Abu Eesa
Niamatullah","N/A","0","0","None","03/10/16 05:35:24 AM PST","N/A"
"1296","You are not the only one to despise immigration. Join our community!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Syria, Republican Party (United States) or
Politics","N/A","2,109","34","44.70 RUB","01/14/16 05:04:06 AM PST","N/A"
"190","ATTENTION, NEWYORK!
We need your support! We'll provide you with free food and coffee. Come and
bring your friends!
Join the FB event for more details:","https://www.facebook.com/blackmattersus/","United States: New York (+40 km) New York","N/A","18 - 65+","English (UK) or English (US)","News Feed on mobile devices","Interests: Black Tea Patriots or BlackNews.com
And Must Also Match: Multicultural Affinity: African American (US)","N/A","3,466","353","1,386.19 RUB","02/18/16 05:12:00 AM PST","02/19/16 04:09:00 PM PST"
"776","Community about black social and racial issues! Like to subcribe!","https://www.facebook.comNVilliamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 45","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: BlackNews.com, Black (Color) or HuffPost
Black Voices
And Must Also Match: Behaviors: African American (US)","N/A","37","0","None","01/14/16 06:27:19 AM PST","N/A"
"904","N/A","https://www.facebook.com/WilliamsandKalvin/","United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Williams&Kalvin","Friends of people who are connected to Williams&Kalvin","2,939","128","850.00 RUB","02/02/16 06:18:50 AM PST","02/06/16 04:00:31 AM PST"
"913","Black is beautiful! News and videos for Black-Americans!","https://www.facebook.com/WilliamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: National Museum of American History, Maya
Angelou, Mumia Abu-Jamal, The Raw Story or mother jones, Behaviors:
African American (US)","N/A","49","0","None","01/14/16 06:51:57 AM PST","N/A"
"908","As we celebrate and reflect upon the birth of the great Martin Luther King Jr.,
a voice of the people and one who sacrificed his life for the total liberation of
Black Americans, the question is ""who will keep his dream alive""?
He saw the promise-land where blacks and whites live together in harmony
and each of them given equal rights and privileges, freedom and justice.
Today, we do not see this equality among blacks and whites in America.
These rights and privileges, freedom and justice shouldn't be for some
selected few but all!
Thanks for watching, I'd like to hear from you;
Click like, Share and Comment. Together we can make America a better
place.
https://www.youtube.com/watch?v=tWzI85XjHKc As we celebrate and reflect
upon the birth of the great Martin Luther King Jr., a voice of the people and
one who sacrificed his life for the total liberatio... WHO WILL BE THE NEXT
MARTIN LUTHER KING JR.? Williams&Kalvin","https://www.facebook.comnViIIiamsandKaIvin/","United States","N/A","18 - 54","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Behaviors: African American (US)
And Must Also Match: Interests: BlackNews.com, HuffPost Politics or
HuffPost Black Voices","N/A","0","0","None","01/19/16 04:43:54 AM PST","01/22/16 04:43:53 AM PST"
"1381","News is telling you enough about good refugees. We take on bad ones.","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","25 - 65+","English (UK)or English (US)","News Feed on mobile devices","N/A","N/A","0","0","None","03/10/16 06:10:18 AM PST","N/A"
"1384","You are not the only one to despise immigration. Join our community!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","25 - 65+","English (UK)or English (US)","News Feed on mobile devices","N/A","N/A","0","0","None","03/10/16 06:10:18 AM PST","N/A"
"191","A 17-year-old boy dies after being shot multiple times in West Baltimore. A
Baltimore teenager died Monday morning, shortly after 10:30 am after being
shot several times on a street corner less than two miles from his old high
school. Baltimore Sun's crime reporter Kevin Rector said that an officer in the
1500 block of West Baltimore street s heard multiple gunshots comin... Teen
Fatally Shot In West Baltimore I Black Matters Black Matters","https://www.facebook.com/Black-Matters-1579673598947501/","United States: New York New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","5","2","4.18 RUB","03/04/16 12:46:32 AM PST","03/05/16 12:46:32 AM PST"
"39","Join us to learn more! Why aren't white hoods and white supremacist
propaganda illegal here in America? Why are Germans ashamed of their
bigotry, while America is proud of it? Black America( @black Blacklivessss","https://www.instagram.com/black_america_today/","United States","N/A","13 - 65+","English (US)","Instagram Feed","Interests HuffPost Black Voices
And Must Also Match: Behaviors: African American (US)","N/A","95,140","300","9.160.88 RUB","01/14/16 06:07:11 AM PST","N/A"
"841","A young black guy who was mentally disabled decided to end his life, but will
only do that by making the cops kill him. This is absolutely insane in the
highest order. He took a gun and ordered his other two brothers to take a
video of the whole incident. Michael Ford, at the police vicinity opened fire
and got the cop's attention. The filming was still in process as he
commanded. The first cops who appeared fired back and almost immediately
ended up drawing fire. He gave the other officer a chance to get into position
when he opened fire. It's quite not understandable why his own cop shot him
and shot the mentality ill man too. This is a good example of sick reality too. Is
there any explanation why cops have started shooting each other?
Follow my Facebook: https://www.facebook.comnViIliamsandKalvin
Subscribe to my YouTube Channel:
https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg
Follow me on Twitter: https://twitter.comnVilliams8kalvin","https://www.facebook.com/WiIIiamsandKaIvin/","United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Williams&Kalvin","Friends of people who are connected to Williams&Kalvin","3,734","455","748.95 RUB","03/17/16 05:32:59 AM PDT","03/20/16 05:32:59 AM PDT"
"902","Expecting mother includes late husband in maternity photo shoot
Through the struggles and pains of losing a dear husband. Nicole Bennett has
built courage to take maternity photos with her 4-year-old son. She added old
photos of late husband Deonta, but they were slightly faded to appear as a
spirit — a symbol of hope that he watches over them.
She also did this as a memorial for her unborn daughter who is due March 25.
We commend her for her boldness and we hope that she finds solace in these
photos.
#NicoleBernett #Maternityphotoswithlatehusband","https://www.facebook.com/VWIIiamsandKalvin/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK) or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US -All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: National Museum of American History, Maya
Angelou, Mumia Abu-Jamal, The Raw Story or motherjones. Behaviors:
African American (US)","N/A","8","1","2.15 RUB","03/10/16 01:29:38 AM PST","03/11/16 01:29:38 AM PST"
"1322","News is telling you enough about good refugees. We take on bad ones.","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Immigration or Conservatism","N/A","123","5","127.73 RUB","01/14/16 05:16:25 AM PST","N/A"
"1315","Your voice counts! Stop illegal immigration!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","Interests: Syria, Republican Party (United States) or
Politics","N/A","1,968","23","87.12 RUB","01/14/16 05:00:25 AM PST","N/A"
"204","She didn't only win the women champions against Maria Sharapova last
year; but now she is on her way to being the highest paid. On the fact of it.
American sports are dominated by Black Americans. Talk of Basketball,
Soccer. American football, Athletics and the like; we have represented the
nation on an international level and almost always brought glory to this nation.
This is because Black culture has imbibed into us drive... Serena Williams Will
Be Worlds Highest Paid Female Athlete I Black Matters Black Matters","https://www.facebook.com/Black-Matters-1579673598947501/","United States: New York New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","19","2","3.40 RUB","03/14/16 06:11:54 AM PDT","03/15/16 06:11:54 AM PDT"
"193","21-year-old Lane Durham from Oklahoma is facing up to 40 years of
confinement for sexual harassment, when he volunteered as a missionary in
Kenya.
`All I wanted was to follow God's plan for me "" Durham told before court
pleading for mercy. In June 2014; Matthew Durham came under national
spotlight when he was accused of raping and molesting several young black
girls and boys in an orphanage in Kenya. Now, 21-year-old Lane Durham
from Oklahoma is facing up to 40 years of confinement for sexual
harassment, when he volunteered as a missi... 40 Years For Sexually Abusing
Kenyan Orphans Isn't Enough I Black Matters Black Matters","https://www.facebook.com/Black-Matters-1579673598947501/","United States: New York New York","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","20","1","20.09 RUB","03/10/16 04:13:40 AM PST","03/11/16 04:13:38 AM PST"
"1714","Get breaking news and analysis on the life of African American community in
the US. Black Matters Blackluive","https://blackmattersus.com/","United States","N/A","13 - 27","English (UK)or English (US)","Instagram Feed","Interests: BlackNews.com or HuffPost Black Voices,
Behaviors: African American (US)","N/A","65,475","92","8,445.80 RUB","02/05/16 06:34:53 AM PST","N/A"
"1380","News is telling you enough about good refugees. We take on bad ones.","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","1,436","16","130.00 RUB","01/14/16 05:10:28 AM PST","N/A"
"1383","You are not the only one to despise immigration. Join our community!","https://www.facebook.com/Stop-Al-896610653786585/","United Kingdom, United States","Exclude people who like Stop A.1.","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","4,055","438","4,884.08 RUB","01/14/16 05:09:07 AM PST","N/A"
"907","As we celebrate and reflect upon the birth of the great Martin Luther King Jr.,
a voice of the people and one who sacrificed his life for the total liberation of
Black Americans, the question is ""who will keep his dream alive""?
He saw the promise-land where blacks and whites live together in harmony
and each of them given equal rights and privileges, freedom and justice.
Today, we do not see this equality among blacks and whites in America.
These rights and privileges, freedom and justice shouldn't be for some
selected few but all!","https://www.facebook.comnViIIiamsandKalvin/","United States","N/A","18 - 54","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Behaviors: African American (US)
And Must Also Match: Interests: BlackNews.com, HuffPost Politics or
HuffPost Black Voices","N/A","2,975","64","614.56 RUB","01/19/16 07:56:20 AM PST","01/22/16 07:54:50 AM PST"
"912","Society need to see beyond skin color! Afro-american community welcomes
you!","https://www.facebook.comnVilliamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 51","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: National Museum of American History, Maya
Angelou, Mumia Abu-Jamal, The Raw Story or mother jones, Behaviors:
African American (US)","N/A","71","0","None","01/14/16 06:52:43 AM PST","N/A"
"815","Newest news and videos for Black community! Stay together, like to join!","https://www.facebook.com/WilliamsandKaIvin/","United States","Exclude people who like Williams&Kalvin","18 - 45","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices
Exclude: Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant),
Hispanic(US - English dominant), Hispanic(US - Bilingual: English and
Spanish) or Asian American (US)","Interests: BlackNews.com, Black (Color) or HuffPost
Black Voices
And Must Also Match: Behaviors: African American (US)","N/A","37","0","None","01/14/16 06:34:18 AM PST","N/A"
